item_name,category,subcategory,specific_category
סחוג מסורתי 190 ג רמ,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,אריסה וסחוג
סחוג תימני 150 גר,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,אריסה וסחוג
סחוג תימני 180 גרם הבוסת,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,אריסה וסחוג
סחוג תימני 250 ביטון,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,אריסה וסחוג
סחוג תימני 250ג,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,אריסה וסחוג
סחוג תימני ירוק 250 גרם,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,אריסה וסחוג
עגול תפזורת אריסה 250 גר פרג,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,אריסה וסחוג
עללחם אריסה חריפה 25,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,אריסה וסחוג
עללחם סחוג אדום 220ג,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,אריסה וסחוג
בונ.פררו רושה 200 גרם,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבוניירה דיאמונד ב,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבוניירה לב בטעם ש,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבוניירה מרסי 250 גרם,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבוניירה שוקולד אג,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבוניירה שוקולד אגוזים,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבוניירה שוקולד מר,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבוניירה שוקולד מר,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבוניירה שוקולד מריר,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבוניירת וורד הדולומיטים,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבוניירת וורד הדולמוטים,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבוניירת מרסי מבחר טעמים,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בקבוק סלבריישן 296 גרם,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
גרנד פררו רושה,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
הפתעת יום הולדת רמה,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
ונגט פרליני חלב קוקוס 140גרם,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
חטיף+ציפוי קוקוס רפאלו30,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
טופיפי,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
כדורי שוקולד במילוי קרם,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
כדורי שוקולד חלב שוויצרי,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
כדורי שוקולד לבן,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
לינדור בונבוניירה סט,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
לינדור בונבוניירה פי,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
לינדור בונבוניירה תו,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
מארז פרליני חלב קוקוס 140גרם,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
מארז שוקולד מריר4*100גרם,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פרליני חלב קוקוס 140גרם,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פרלינים,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פרלינים,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פרלינים ורגאני ורוד משקל,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פרלינים ורגאני זהב במשקל,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פררו קוליקשיין 172 ג,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פררו קולקשיין,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פררו קולקשין 269 גר,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פררו רושה 300 גר',חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פררו רושה לב 125 גר`,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פררו רושר 375 גרם,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פררו רושר 375 גרם 24,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
פררו רושר קונוס 212 גר`,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
רושה שמינייה לב100ג,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
רפאלו 150 גר',חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
רפאלו לבן במילוי קוקוס92,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
שוקולד בונובון,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
קוטדור בושה בונבונירה 200,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
"כדורי פונץ כשל""פ 300 גרם",חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונבונ.לינדור מילק 200 גר,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בונ.לינדור וואיט 200 גרם,חטיפים ומתוקים,שוקולדים,בונבוניירות ומארזים
בורקס גבינה 4יח' 600 גרם,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס גבינה 700 גר`,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס גבינה 800 גר`ינון,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס גבינה שלושת הא,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס טורקי פטריות,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס פיטריות 800 גר`ינון,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס פילו ,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס פילו אצבעות בו,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
"בורקס תפו""א 800 גרם",קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
"בורקס תפו""א 800 גרם",קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס תפוא 800 גר`ינון,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס תפוא קפוא,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס תפוא רמי לוי,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס תפוא שלושת האופים,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בורקס תפוח אדמה 700ג,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בלינצ`ס במילוי תפוע וקינמון קפוא 360 גר,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
בלינצס במילוי דובדבן קפוא 360 גר,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
זוג פיצה איטלקית דקה,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
טירת צבי פיצה אישית,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
טירת צבי פיצה אישית עגול תפזורת,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
כיסוני תפוא 600 גר ר,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
מעדנות עם זיתים,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פילסברי בורקס גבינה,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פילסברי בורקס פילו אצבעות גבינה 700,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פילסברי בורקס תורכי גבינה,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פילסברי בורקס תפוא,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה איטלקית 320גר ר,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה איטלקית xl גדולה 450 גר`שלושת האופ,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה איטלקית xl גדולה 450 גר`שלושת האופ,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה מעדנות,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה מרגריטה 320 גרם,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה מרגריטה זיתים 3,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה מרגריטה עם זיתים,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה עם טונה ובצל אדום,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה עם עגבניות וריחן,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה עם פטריות,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה קפואה להכנה,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה תפזורת משולש 80 גר` בעלז,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצה תפזורת משולש 80 גר` בעלז,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצת שף מאיטליה פטריות 2,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
מאפים בסיס לפיצה 2 י,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
שישיית עוגות קקאו ונ,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
מאפה אישי בצק עלים,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
פיצתהשף מאיטליה שרי ובצל,קפואים,"פיצות, מאפים ובצקים קפואים",בורקסים ופיצות
